,Country,Description,Name,Points,Price,Province,Variety,Winery,Region,PersonalRating,Comment,Favorite
6692,Austria,"This Wine's Shy Nose Suggests Fig Leaf And Citrus. Green-tinged Herbal Notes And Faint Lime Fruit Swish Sinuously N The Light-bodied Palate. It's Slender Yet Creamy, Lithe And Full Of Personality. The Finish Is Dry And Refreshing.",Per Due,90,15.0,Kremstal,Grüner Veltliner,Hermann Moser,"['Unfilled', 'Unfilled']",-1,Unfilled,False
6693,Us,"Layers Of Clove, Vanilla And Caramel Accent This Concentrated Chardonnay Without Being Overtly Flashy Or Cloying. It's A Satisfyingly Full-bodied Wine With Crisp Lemon And Red-apple Flavors That Maintain Precision On The Midpalate. The Finish Is Long And Refreshing.",Limited Release,90,25.0,New York,Chardonnay,Hosmer,"['Finger Lakes', 'Finger Lakes']",-1,Unfilled,False
6694,France,"The Estate Wine Of Coutinel Is Dominated By The Local Négrette Grape. With The Addition Of 15% Syrah And (unusual For This Part Of The World) 15% Gamay, The Wine Is Structured While Also Juicy. Soft Tannins And Black Fruits Are Shot Through With An Attractive Perfumed Character. Drink From 2018.",Unfilled,90,16.0,Southwest France,Red Blend,Château Coutinel,"['Fronton', 'Unfilled']",-1,Unfilled,False
6695,France,"This Estate Wine Is Packed With Attractive Fruit. With Grapefruit And Orange-zest Flavors, It Is Tightly Crisp. Set Against That Are The Ripe Red-currant And Berry Fruitiness, Layers Of Acidity And A Pinch Of Pepper. Drink This Refreshing Wine Now.",Unfilled,90,25.0,Provence,Rosé,Château Les Valentines,"['Côtes De Provence', 'Unfilled']",-1,Unfilled,False
6696,France,"This Is An Attractive Blend Of Grenache And Syrah, Giving A Smooth Wine That Has Just The Right Amount Of Acidity. Red Currant And Bartlett Pear Flavors Give The Wine Its Fruity Side. It Is Ready To Drink.",Unfilled,90,18.0,Provence,Rosé,Château Paradis,"[""Coteaux D'aix-en-provence"", 'Unfilled']",-1,Unfilled,False
6697,France,"The Main Estate Wine From Roubine Is A Rich, Ripe And Fruity With A Light Edge Of Spice. It Has A Soft Character, The Result Of The Malolactic Fermentation Reducing The Acidity. That Gives A Great Balance Between The Red Fruits And Tangy Zesty Aftertaste. Drink Now.",Premium,90,23.0,Provence,Rosé,Château Roubine,"['Côtes De Provence', 'Unfilled']",-1,Unfilled,False
6698,France,"Under The Same Ownership As Château Roubine, This Estate Has Old Vines, Some Up To 60-years-old. The Wine Is Rich And With Concentration As Well As A Crisper Edge. It Is Full Of Red-berry Fruits, Sharpened With Red-currant Acidity. This Is A Ripe Wine That Will Be Better From Late 2017.",Instant B,90,13.0,Provence,Rosé,Château Sainte-béatrice,"['Côtes De Provence', 'Unfilled']",-1,Unfilled,False
6699,France,"Pacherenc Wines Are The White Counterpart To Red Madiran, Grown In The Same Area. This Dry Wine Is A Blend Of Gros And Petit Manseng And The Rare Arrufiac. It Is A Lightly Honeyed Wine With Fine Acidity And A Really Juicy Fruity Citrus And White-fruit-flavored Aftertaste. Drink Now.",Unfilled,90,17.0,Southwest France,White Blend,Château Viella,"['Pacherenc Du Vic Bilh', 'Unfilled']",-1,Unfilled,False
6700,France,"Pascal Savoret Is The Only Producer With Vines Actually In The Village (as Distinct From The Appellation) Of Madiran, A Mere Population Of 430. He Has Produced A Dense And Tannic Wine, Packed With Woody Dark Tannins. The Black Fruits And Concentrated Dusty Texture Promise Further Aging For This Tannat Wine. Drink From 2020.",Unfilled,90,-1.0,Southwest France,Tannat,Clos Fardet,"['Madiran', 'Unfilled']",-1,Unfilled,False
6701,Us,"Feral Strawberry Grabs All The Attention In This Wildly Fierce, High-acid Wine That Packs A Punch In Texture, Tannin Power And Body. Small Amounts Of Syrah, Mourvèdre And Petite Sirah Figure Into The Blend, Which Is Made In Minuscule Amounts.",Unfilled,90,42.0,California,Grenache,Crux,"['Russian River Valley', 'Sonoma']",-1,Unfilled,False
6702,Spain,"Nectarine And White-flower Aromas Are Young And Pulsing. This Viura Feels Fresh And Elegant, With Grip And Weight. Oak-driven Flavors Are Controlled And Sit Atop A White-fruit Base, While This Finishes Clean And Easy, With Finesse.",Viña Real,90,18.0,Northern Spain,Viura,Cvne,"['Rioja', 'Unfilled']",-1,Unfilled,False
6703,Us,"Deep Penetrating Sour-cherry And Raspberry Flavors Are Balanced Against Brisk Blood-orange Acidity In This Dry Pinot Noir Rosé. Full Bodied And Slightly Silky On The Palate, It's A Satisfyingly Mouthfilling But Invigorating Wine To Enjoy Now Through The Fall Months.",Dry,90,18.0,New York,Rosé,Damiani,"['Finger Lakes', 'Finger Lakes']",-1,Unfilled,False
6704,Austria,"This Wine Hits The Nose With Red Cherry Vibrancy. That Almost Dramatic Fruit Also Fills The Palate With Its Easy Juiciness. This May Be Simple And Light, But Its Absolute Fruitiness Makes It Great For Summer Sipping, Especially With A Slight Chill.",Pure,90,15.0,Burgenland,St. Laurent,Artisan Wines Di Franz Scheider,"['Unfilled', 'Unfilled']",-1,Unfilled,False
6705,Us,"Light Gold In Color, This Youthful, Floral White Still Dances In Its Oak And Concentration, Showing High-toned Acidity And Exotic Quince Flavors As It Opens.",Leveroni Vineyard,90,32.0,California,Chardonnay,August Briggs,"['Carneros', 'Napa-sonoma']",-1,Unfilled,False
6706,Us,"Fresh-pressed Boysenberry Scents Meet Lava Rock And Slate Minerality On The Nose Of This Appellation Blend From Fred Brander. There's A Flinty Earthiness To The Palate, With Pressed Plum Flavors And A Strong Graphite Streak. It's Relatively Light In Body, Making It A Perfect Food Wine.",Unfilled,90,28.0,California,Cabernet Sauvignon,Brander,"['Central Coast', 'Unfilled']",-1,Unfilled,False
6707,Us,"Juicy And Brightly Layered Despite Its Ripeness And Soft Density, This Shows Rich Strawberry And Raspberry Flavor, Wrapped In Leathery Earth.",Arpad's Selection,90,38.0,California,Zinfandel,Buena Vista,"['Sonoma Valley', 'Sonoma']",-1,Unfilled,False
6708,France,"A Blend Dominated By Malbec, This Wine Comes From One Of The Estates Managed By The Marmande Cooperative. It Has Fine Tannins And Attractively Juicy Black Fruits. The Wine Is Balanced With Plenty Of Fruity Acidity. Drink From 2019.",Château La Vieille Eglise,90,15.0,Southwest France,Bordeaux-style Red Blend,Cave Du Marmandais,"['Côtes Du Marmandais', 'Unfilled']",-1,Unfilled,False
6709,France,"This Estate, Managed For The Owner By Producteurs Plaimont, Surrounds A Perfectly Preserved Medieval Castle. The Wine Is Firm With Tense Tannins And Intense Juicy Acidity. It Has A Structured Character Full Of Blackberry Fruit And With A Dry Core. It Hints At Being Mature Already Although It Will Be Much Better To Drink From 2018.",Château De Sabazan,90,40.0,Southwest France,Red Blend,Producteurs Plaimont,"['Saint-mont', 'Unfilled']",-1,Unfilled,False
6710,France,"This Is A Small Production Wine Blended By French Sommeliers. The Result Is A Soft, Rich Wine, Deliciously Ripe And Perfumed. There Are Touches Of Honey As Well As Yellow Fruits And Mango Juice. The Acidity Gives The Wine A Lift And Makes A Contrast To The Richness Of The Wine. Drink Now.",Le Faîte,90,46.0,Southwest France,White Blend,Producteurs Plaimont,"['Saint-mont', 'Unfilled']",-1,Unfilled,False
6711,Us,"Father-and-son Vintners Joe And Sam Miller Consistently Deliver Solid Wines, Including This Twist-top Merlot That's Aged In 50% New French Oak. Its Boysenberry Fruit Is Awash In The Green Peppercorn, Herb And Crushed Graphite Character Associated With The Mountainous Region. That Pyrazine Touch Hits The Palate, Along With Black Pepper And Dark Chocolate Spice, Accenting The Tangy Red Fruit.",Regan Vineyards,90,35.0,California,Merlot,Rexford,"['Santa Cruz Mountains', 'Central Coast']",-1,Unfilled,False
6712,Us,"Cloudy In The Glass, This Appellation Blend Shows Watermelon, Juniper And Graphite On The Nose, Accenting Its Forward Primary Fruit Aromas. There's An Energetic Tang To The Sip, With A Full-bodied Mouthfeel And Cranberry And Anise Flavors.",Unfilled,90,42.0,California,Pinot Noir,Roar,"['Santa Lucia Highlands', 'Central Coast']",-1,Unfilled,False
6713,Austria,"A Mellow Hint Of Green Apple Plays On The Nose Before All The Customary Riesling Citrus Flavors Kick In On The Palate: Ripe Lemon Zest And Zippy, Pink Grapefruit. This Has Lightness, Ease And A Wonderfully Slender, Dry, Refreshing Body.",Unfilled,90,14.0,Kamptal,Riesling,Schloss Gobelsburg,"['Unfilled', 'Unfilled']",-1,Unfilled,False
6714,Us,"Done In A Ripe Fruity Style, This Offers Fresh Meyer Lemon And Grapefruit Flavors. Both Flesh And Rind Come Into Play, With A Nice Balance As It Moves Into The Finish. It Concludes With A Touch Of Phenolic Bitterness.",Unfilled,90,22.0,Oregon,Viognier,Season,"['Southern Oregon', 'Southern Oregon']",-1,Unfilled,False
6715,Austria,"There's A Distinct Herbal Hint To The Green Pear Notes On The Nose Of This Wine. The Light Palate Leads With White Pepper, Pear And Lemon Flavors, And The Finish Is Clean And Dry.",Badener Berg,90,17.0,Niederösterreich,Grüner Veltliner,Stadlmann,"['Unfilled', 'Unfilled']",-1,Unfilled,False
6716,Austria,"Zesty, Fresh Tangerine And Grapefruit Notes Show On The Nose Of This Textbook Dry Riesling. The Palate Brings Those Fresh, Aromatic Citrus Elements Into Full Force. Though Slender And Streamlined In Body, It's Full Of Life, Vibrant Juiciness And Verve.",Badener Berg,90,19.0,Niederösterreich,Riesling,Stadlmann,"['Unfilled', 'Unfilled']",-1,Unfilled,False
6717,Austria,"Although The Nose Is Rather Shy And Closed, The Palate Expands With Supple Red Fruit And Spicy Tartness. This Is A Mellow, Light-bodied Pinot Noir That's Elegant And Full Of Freshness, With A Heart Of Plump, Red Fruit Ready For Drinking Now.",Goettweiger Berg,90,25.0,Niederösterreich,Pinot Noir,Stift Göttweig,"['Unfilled', 'Unfilled']",-1,Unfilled,False
6718,Us,"The Aromas Are Near Completely Closed Up On First Pour, With Whiffs Of Marionberry, Herb And Barrel Spice. The Palate Brings Dense Tightly Wound Fruit Flavors. It Needs Some Time To Stretch Its Legs But There Are Plenty Of Good Things Going On Once They Come To The Surface.",Estate Grown Seven Hills Vineyard,90,37.0,Washington,Syrah,L'ecole No. 41,"['Walla Walla Valley (wa)', 'Columbia Valley']",-1,Unfilled,False
6719,Austria,"Wonderfully Ripe And Pure Red And Green Apple Notes Rise From The Glass. The Palate Shines With The Same Full-flavored Fruit, Edged By Freshness And A Slight Spritz. The Finish Is Generously Zesty And Dry But Fruity.",Unfilled,90,25.0,Wagram,Roter Veltliner,Leth,"['Unfilled', 'Unfilled']",-1,Unfilled,False
6720,Australia,"Scents Of Wet Stone, Paraffin And Citrus Ease Into Flavors Of Lemon, Melon And Tea On The Palate. This Is Light In Body And Silky In Feel, With A Long, Harmonious Finish. Drink It Now Or Age It Up To 10 Years, Maybe Even Longer.",Unfilled,92,24.0,New South Wales,Sémillon,Silkman,"['Hunter Valley', 'Unfilled']",-1,Unfilled,False
6721,Spain,"Mossy Earthy Black-fruit Aromas Open This Powerful Laser-focused Mencía. Eschewing The Ligh Floral Style That's Common In Ribeira Sacra, This Is Ripped And Intense. Toasty Spicy Blackberry And Plum Flavors Show A Note Of Lemony Oak. The Finish Is Like A Spice Cabinet Of Clove, Mint, Pepper, Etc. Drink Through 2025.",Regina Expresion,92,24.0,Galicia,Mencía,Regina Viarum,"['Ribeira Sacra', 'Unfilled']",-1,Unfilled,False
6722,Italy,"Pronounced Mature Plum, Black-skinned Berry, Vanilla, Dark Spice And French Oak Aromas Lift Out Of The Glass. The Firm Palate Delivers Dried Wild Cherry, Roasted Coffee, Licorice And Cocoa Notes, While Compact Tannins Provide Support. Drink 2020–2028.",Vecchie Vigne,92,70.0,Tuscany,Sangiovese,Siro Pacenti,"['Brunello Di Montalcino', 'Unfilled']",-1,Unfilled,False
6723,Us,"From A Vineyard Owned By Talley But Shared In Equal Parts With Two Other Wineries, This Bottling Is Snappy On The Nose With Black Raspberry, Graphite, Sweet Juniper And Rose Hip Aromas. On The Palate, It's Light In Body And Lively With Acidic Energy, Offering Raspberry, Tart Plum Skin And Sour Cherry, Inflected With Anise Spice. There Is Significant Length To The Mouthwatering Finish.",Stone Corral Vineyard,92,58.0,California,Pinot Noir,Talley,"['Edna Valley', 'Central Coast']",-1,Unfilled,False
6724,Us,"Here's Another Exceptional Oregon Riesling To Add To The Growing Ranks Of Top Producers. Lemon-drop Fruit Meets Peaches And Cream In The Mouth, As This Off-dry (20g/l) Wine Displays A Spot-on Balance Between Acid, Sugar, Fruit And Honey. This Is Delicious Already, And Built To Age Nicely Over A Decade Or Longer.",Equinox Vineyard,92,18.0,Oregon,Riesling,Territorial,"['Willamette Valley', 'Willamette Valley']",-1,Unfilled,False
6725,Us,"Harvested Late But Not Sweet, This Decadently Rich And Fruity Wine Pairs Well With Cheese Or An Equally Opulent Dish Such As Osso Bucco Or Red Wine Risotto. It Has Grapey, Jammy Aromas And Late-picked Flavors Like Fig, Plum And Black Raisin That Glide Along The Palate. The Alcohol Is High, Tempered By A Velvety Texture And Moderate Tannins.",Mazzoni-live Oak,92,34.0,California,Zinfandel,Three,"['Contra Costa County', 'Central Coast']",-1,Unfilled,False
6726,Us,"The Fruit For This 100% Varietal Wine Is Sourced From Calistoga And Rutherford—a Blend That Yields A Densely Tannic, Meaty Palate That Combines Soy, Cedar And Pepper Notes. Having Already Matured In Bottle For Some Time, It's Still Slowly Unfurling, Offering Jammy Blackberry And Licorice Flavors That Add Spice To The Finish.",Unfilled,92,80.0,California,Cabernet Sauvignon,Three Fat Guys,"['Napa Valley', 'Napa']",-1,Unfilled,False
6727,Us,"Pressed And Fermented In Stainless Steel Vats And Partially Aged In Neutral Oak, This Wine Rewards In A Vibrancy Of Grapefruit, Tangerine And Peach Flavors, Allowing Space For A Plush Texture Through The Long-lasting Brightness Of The Fruit.",River Road Ranch,92,23.0,California,Sauvignon Blanc,Trione,"['Russian River Valley', 'Sonoma']",-1,Unfilled,False
6728,Us,"This Wine From The Personal Vineyard Of The Winery's Co-founder Has Assertive Woodsmoke, Toasted Oak And Forest Aromas, Its Bright Black Cherry And Pomegranate Flavors Accented By Tamarind And Black Pepper. While Strongly Oaky And Firmly Tannic In Texture, It Has A Sleek And Nervy Aspect That's Very Appealing.",Burt Williams' Morning Dew Ranch,92,82.0,California,Pinot Noir,Williams Selyem,"['Anderson Valley', 'Mendocino/lake Counties']",-1,Unfilled,False
6729,Us,"This Is One Of The Producer's More Full-bodied Wines, A Blend From Several Sites Along Eastside Road, Including Calegari, Foss And A New Source—lewis Macgregor Estate. Rich, Round And Plush, It's As Strong As Black Coffee In Its Marriage Of Earthy Allspice, Baked Cherry, Blueberry And Smoke. Moderate Acidity Allows For An Underlying Minerality.",Eastside Road Neighbors,92,55.0,California,Pinot Noir,Williams Selyem,"['Russian River Valley', 'Sonoma']",-1,Unfilled,False
6730,Us,"All Pommard Clone, This Is Loaded With Juicy Mixed Fruits, Principally Plum, Cherry And Raspberry. It Fills The Palate, With Lemony Acids Underpinning, And Does A Smooth Fade-out With A Touch Of Gun Metal.",Hans Clone Pommard,92,50.0,Oregon,Pinot Noir,Vidon Vineyard,"['Chehalem Mountains', 'Willamette Valley']",-1,Unfilled,False
6731,Spain,"Earthy Plum And Leather Aromas Fold In Notes Of Prune, Rubber And Oak. This Shows A Firm Grip, Tomato-like Acidity And A Layer Or Two Of Complexity. Peppery, Toasty Plum, Oak And Spice Flavors Are Integrated Into A Quality Whole, While This Carignan-garnacha Blend Finishes Long, Dry, Peppery And Elegant. Drink Through 2020.",Brunus,92,31.0,Catalonia,Red Blend,Portal Del Montsant,"['Montsant', 'Unfilled']",-1,Unfilled,False
6732,Australia,"After Spending 18 Months In Oak, This Wine Has Emerged Toasty And Vanilla-laden. That Said, There's Some Impressive Fruit Underneath, Medium-bodied And Crisp, With Undertones Of Raspberries And Red Currants That Linger On The Concentrated Finish. Drink 2020–2030.",Lucindale,92,-1.0,South Australia,Cabernet Sauvignon,Di Giorgio Family Wines,"['Limestone Coast', 'Unfilled']",-1,Unfilled,False
6733,Us,"This Is A 100% Varietal, Vineyard-designated Wine, Impressive In Its Ability To Provide Lush Richness Within A Balanced Context. Dark And Thick, It Opens With Blackberry, Mocha And Spicy Clove Flavors. Although Syrupy, It Maintains Freshness On The Palate.",Holy Smoke Vineyard,92,125.0,California,Cabernet Sauvignon,Flora Springs,"['Oakville', 'Napa']",-1,Unfilled,False
6734,Spain,"Lush Ripe Aromas Of Earthy Black Fruits And Graphite Open This Varietal Graciano From A Warm Vintage. Hefty And Chewy In Feel, This Tastes Of Fudge Cake, Blackberry And Cassis. A Lasting Stout Finish Offers Tobacco And Prune Flavors. Yes, This Is Huge. But There Are Very Few Gracianos That Offer This Kind Of Power, Flavor And Intensity. Drink Through 2023.",Single Vineyard Estate Bottled,92,50.0,Central Spain,Graciano,Marques De Griñon,"['Dominio De Valdepusa', 'Unfilled']",-1,Unfilled,False
6735,Australia,"At A Fraction Of The Cost Of The Velvet Glove, Readers Can Try This Wine With Similar Results. It's Full, Rich And Expansive On The Palate. Warm Waves Of Ripe Berries Suffuse The Palate, Tinged With Mexican Chocolate, Vanilla And Mocha. Drink Now–2025.",Carnival Of Love,92,75.0,South Australia,Shiraz,Mollydooker,"['Mclaren Vale', 'Unfilled']",-1,Unfilled,False
6736,Us,"This Big, Bold Blend Of 40% Cabernet Sauvignon, 40% Petit Verdot And Smaller Amounts Of Malbec And Merlot Is Powerfully Built, With Firm, Integrated Tannins That Feel Chalky And Dusty. Black Currant And Cherry Flavors Dominate, With Waves Of Tobacco And Dark Chocolate Leading To A Soft, Lingering Finish. This Will Cellar Well, To Be Enjoyed 2023–2028.",Reserve,92,135.0,California,Bordeaux-style Red Blend,Von Strasser,"['Diamond Mountain District', 'Napa']",-1,Unfilled,False
6737,Italy,"French Oak, Coconut, Cassis, Menthol And Coffee Aromas Lead The Nose Of This Structured Red. Made Entirely From Merlot, It's Densely Concentrated, Offering Mature Plum, Black Currant, Dried Sage, Anise And Espresso Flavors. Firm, Close-grained Tannins Give The Finish Grip. Drink 2018–2025.",Messorio,92,300.0,Tuscany,Merlot,Le Macchiole,"['Toscana', 'Unfilled']",-1,Unfilled,False
6738,France,"The Small 11-acre Estate Is Situated At The Northern End Of The Margaux Appellation. This Wine, With Its High Percentage (70%) Of Merlot Is Richly Fruity With Generous Tannins And Brilliant, Ripe Blackberry Flavors. It Has Just The Right Amount Of Structure To Allow It To Age. Drink From 2021.",Unfilled,92,35.0,Bordeaux,Bordeaux-style Red Blend,Château Bellevue De Tayac,"['Margaux', 'Unfilled']",-1,Unfilled,False
6739,France,This Is All Citrus And Herbal Flavors From An Estate Noted For Its Pure White Wines. It Makes For A Tight Zesty Wine With A Chalky Mineral Texture. The Fruits Are Developing To Give A Crisp Wine That's Full Of Fruit Along With Intense Acidity. Drink From 2022.,Unfilled,92,-1.0,Bordeaux,Bordeaux-style White Blend,Château Carbonnieux,"['Pessac-léognan', 'Unfilled']",-1,Unfilled,False
6740,France,"A Small Part Of Château Peyrabon (haut-médoc) Is In The Pauillac Appellation And Is Vinified And Bottled Separately. The Wine Delivers Great Fruit And Equal Richness. It Is Spice, Packed With Black Plum And Berry Flavors. It Is A Powerful Dense Wine To Age For Several Years. Drink From 2023.",Unfilled,92,29.0,Bordeaux,Bordeaux-style Red Blend,Château La Fleur Peyrabon,"['Pauillac', 'Unfilled']",-1,Unfilled,False
6741,France,"The Wine Is Dense With Great Fruit And Accompanying Structure. With Its Dark Ripe Berry Fruits And Full Tannins, The Wine Is Powerful Although With Great Elegance. It Is Stylish, Full Of Complexity Ready To Age Well. Drink From 2024.",Unfilled,92,-1.0,Bordeaux,Bordeaux-style Red Blend,Château Lalande-borie,"['Listrac-médoc', 'Unfilled']",-1,Unfilled,False
6742,France,This Estate Is Under The Same Management As The Neighboring Large Vineyard Of Larose Trintaudon. The Wine Is Stylish With Ripe Fruit That Is Balanced With Fine Acidity. It Has Structure From A Core Of Tannins That Are Just Beginning To Soften. The Wine Will Be Ready To Drink From 2020.,Unfilled,92,27.0,Bordeaux,Bordeaux-style Red Blend,Château Larose Perganson,"['Haut-médoc', 'Unfilled']",-1,Unfilled,False
6743,France,"Just A Hint Of Pear Peel Rises From The Nose. The Palate Is Rich With Glowing Pear Fruit, Even A Little Warm, But Utterly Precise. All This Is Met With A Vein Of Lemon Freshness That Brightens All The Apples And Pears. There Is Concentration And Juiciness, Concentration And Purity. There Is Something Very Fluid And Utterly Moreish About This.",Secret De Notre Terroir Chard'mmxv,92,28.0,Alsace,Chardonnay,Domaine Charles Baur,"['Alsace', 'Unfilled']",-1,Unfilled,False
6744,France,"A Gentle Lift Of Crushed Black Cherry Rises From The Glass. There Also Is An Edge Of Medicinal Herb. The Body Is Light And Juicy, Fresh And Highly Aromatic. There Is Concentration Without Weight, Luxuriant Fruit Without Plumpness. This Is Fresh And Pure, Lifted And Profound. An Utterly Honest And Uplifting Rendition Of Pinot Noir.",Fronholz,92,59.0,Alsace,Pinot Noir,Domaine Ostertag,"['Alsace', 'Unfilled']",-1,Unfilled,False
6745,France,"Brilliant, Crystalline Freshness Tinged With Chervil And Lemon Is The Impression On The Nose. The Palate Is Rounder Than The Nose Suggests But Has The Same Brilliance And Lightness Of Flavor. Sylvaner Is An Underrrated Grape That Is All About Subtlety And Herbal Nuance. This Lovely, Expressive But Light-bodied Example Has It In Spades. Lemony Freshness Resonates Long.",Les Vieilles Vignes,92,27.0,Alsace,Sylvaner,Domaine Ostertag,"['Alsace', 'Unfilled']",-1,Unfilled,False
6746,France,"With Vines In The Village Of Lamarque Close To The Gironde Estuary, This Estate Is Well Placed To Benefit From The Warmth Of The Water. The Wine, A Blend Of 55% Cabernet Sauvignon And 40% Merlot (with The Remainder Petit Verdot) Is Richly Structured And Dense. It Has Firm Tannins As Well As Perfumed Black-currant Fruit. The Wine Will Be Ready To Drink From 2021.",Unfilled,92,-1.0,Bordeaux,Bordeaux-style Red Blend,Château Malescasse,"['Haut-médoc', 'Unfilled']",-1,Unfilled,False
6747,France,"Named After The Pontac Family Which In The 18th Century Owned Large Swathes Of Bordeaux And Its Vineyards, This Estate Is Based Around A Former Hunting Lodge. The Wine Is Ripe And Full, Finely Structured And With Tight Still-young Acidity. Drink From 2022.",Unfilled,92,33.0,Bordeaux,Bordeaux-style Red Blend,Château Pontac Monplaisir,"['Pessac-léognan', 'Unfilled']",-1,Unfilled,False
6748,France,Peach And Rose-focused Potpourri Scent The Nose. The Palate Has Great Direction And Freshness And A Rich Textured Core That Almost Comes Across As Oily. The Result Is A Perfect Contrast Between Tangy Freshness And Rich Fruit. Bursting Fruit And Perfume Are Countered By Zesty Citrus. The Flavors Last And Last And The Finish Is Dry.,Gentil De Katz,92,18.0,Alsace,Alsace White Blend,Clément Klur,"['Alsace', 'Unfilled']",-1,Unfilled,False
6749,Us,"Generous And Fruity In Flavor And Rich In Texture, This Is A Wonderfully Warm Wine That's Comforting To Sip. It Has Mild Tannins, A Texture That Seems To Melt On The Palate, And Easy-drinking Appeal.",Azaya Ranch Vineyard,92,58.0,California,Pinot Noir,Dutton-goldfield,"['Marin County', 'North Coast']",-1,Unfilled,False
6750,Us,"This Wine Doesn't Pull Itself Together Very Well, Perhaps As A Result Of Oak Treatments That Need Additional Time To Resolve Themselves. In Any Event The Flavors Are Woody, Oily And Disjointed.",Estate Reserve,84,13.0,Oregon,Chardonnay,Dragonfly Creek,"['Willamette Valley', 'Willamette Valley']",-1,Unfilled,False
6751,Us,"Rose Petal And Candied Lemon Scents Lead To The Medium-bodied Palate, Which Loses A Touch Of Concentration Midway.",Out Of Sight,84,13.0,Arizona,White Blend,Fiddlebender,"['Arizona', 'Unfilled']",-1,Unfilled,False
6752,Us,"Toasted Oak Scents Of Espresso And Char Coat The Underlying Blackberry Note. Although The Palate Is Lax, The Acidity Becomes Heightened As The Wine Unfurls Across The Palate. A Pleasant Note Of Raspberry Coulis Marks Finish. A Blend Of Cabernet Franc, Merlot, Petit Verdot And Cabernet Sauvignon.",Le Renard Rouge,84,32.0,Virginia,Bordeaux-style Red Blend,Fox Meadow,"['Virginia', 'Unfilled']",-1,Unfilled,False
6753,France,"With A Metallic Aroma That Follows Through To The Palate, This Tight Wine Is All About Texture And Not Much About Fruit. Mineral And Concentrated, It Might Round Out, But Is Always Likely To Be Firm In Character.",Vieilles Vignes,84,-1.0,Loire Valley,Sauvignon Blanc,Francis Blanchet,"['Pouilly-fumé', 'Unfilled']",-1,Unfilled,False
6754,Us,"Off-dry, It's Simple And Clean, With Not Much Flavor Beyond Basic Light Melon. It Can Best Serve As A Mixer For Cocktails Or Punch.",Celebrate,84,22.0,Oregon,Müller-thurgau,Kramer,"['Willamette Valley', 'Unfilled']",-1,Unfilled,False
6755,France,"The Wine Does Have Fruit, But It Is Masked By Strong Burnt Tannins From The Wood Aging. The Acidity Shows The Possibility Of Red Berry Fruits Appearing Later.",Unfilled,84,12.0,Bordeaux,Bordeaux-style Red Blend,Château Haut-gelineau,"['Côtes De Bourg', 'Unfilled']",-1,Unfilled,False
6756,Argentina,"Tropical Fruit And Melon Aromas Are Basic But Friendly. This Has A Punch-like Mouthfeel As Well As Open-knit Flavors Of Orange, Nectarine, White Grapefruit And Apple. What It Lacks In Finesse Is Made Up For In Fruit.",Unfilled,84,8.0,Mendoza Province,Chardonnay,Region 1,"['Mendoza', 'Unfilled']",-1,Unfilled,False
6757,Us,"This Medium-bodied Red Wine Doesn't Quite Track The Classic Pinot Noir Profile, But Will Make An Appetizing Refreshment For Lunch Or Dinner. The Aromas And Flavors Suggest Prune And Berries, While The Texture Is Lean But Palate-cleansing.",Unfilled,84,10.0,California,Pinot Noir,Twin Arches,"['California', 'California Other']",-1,Unfilled,False
6758,Portugal,"This Is A Fruity Style Of Vinho Verde That Also Brings Out The Crispest Citrus And Pink Grapefruit Flavors. The Wine, With Its Light Spritz, Is Fresh, Full Of Acidity And Just Off Dry. Drink Now.",Raza,84,10.0,Vinho Verde,Portuguese White,Quinta Da Raza,"['Unfilled', 'Unfilled']",-1,Unfilled,False
6759,Us,"High-toned Lemon And Toasted Nut Notes Mark The Nose. Medium In Body, This Has Cutting Acids, Which Kick The Salivary Glands Into Overdrive.",Arizona Stronghold Vineyard,84,35.0,Arizona,Chardonnay,Page Springs,"['Cochise County', 'Unfilled']",-1,Unfilled,False
6760,Us,"Subtle On The Nose, It Has A Dusty Strawberry-jam Aroma. Understated Tannins, Succulent Acids And A Somewhat Clipped Finish Define The Palate.",Colibri Vineyard,84,28.0,Arizona,Grenache,Page Springs,"['Cochise County', 'Unfilled']",-1,Unfilled,False
6761,Us,"Honeyed White-currant And Toast Aromas Lead To A Middleweight Palate That Sports Slack Acids. Two Bottles Tasted, This Note Reflects The Better Result.",Evolution,84,13.0,Arizona,White Blend,Fiddlebender,"['Arizona', 'Unfilled']",-1,Unfilled,False
6762,Argentina,"There's Matchstick To The Nose Along With Aromas Of Lychee And Tropical Fruits. This Is A Bit Heavy And Creamy On The Tongue, With Sweet, Lightly Grassy Flavors Of Melon And Citrus.",Callejon Del Crimen Estate,84,10.0,Mendoza Province,Torrontés,Finca La Luz,"['Uco Valley', 'Unfilled']",-1,Unfilled,False
6763,Us,"Toasty, Pomaceous Scents Lead Onto The Lithe, Medium-bodied Palate. The Acidity Gains Steam On The Finish, Making The Wine Feel Zesty And Tense.",Barrel Fermented,84,25.0,Virginia,Chardonnay,Fox Meadow,"['Virginia', 'Unfilled']",-1,Unfilled,False
6764,Us,"The Nose On This Slightly Cloudy Wine Is Ruled By Lemon-lime Soda And Chalky Candy, Which Is Interesting But One-dimensional. It's Easy To Drink And Smooth Enough, With A Slight Green Apple Skin Tartness, But Somewhat Flat On The Palate.",Estate,84,18.0,California,Sauvignon Blanc,Indigené,"['Carmel Valley', 'Central Coast']",-1,Unfilled,False
