,Brewery,Style,Name,ReviewsNumber,OverallReview,Aroma,Appearance,Palate,Taste,BeerABV,PersonalRating,Comment,Favorite
8753,Watch City Brewing Co.,American Pale Ale (apa),Peace Pipe Pale Ale,1068324534.0,3.5,3.0,4.0,3.5,3.5,-1.0,-1,Unfilled,False
8754,Bud&#283;jovický M&#283;&#357;anský Pivovar,Euro Dark Lager,Samson Budweiser Bier &#268;erný,1214513571.0,4.5,3.5,4.0,3.5,3.5,3.8,-1,Unfilled,False
8755,Portland Brewing Company,American Ipa,Mactarnahan's Oak-aged Ipa,1079911767.0,4.0,4.0,4.0,3.5,3.5,6.0,-1,Unfilled,False
8756,Carolina Brewery,American Adjunct Lager,Franklin Street Lager,1237412024.0,4.0,4.0,4.0,4.0,4.0,4.8,-1,Unfilled,False
8757,Carolina Brewery,Hefeweizen,West End Wheat,1087681890.0,4.0,4.0,3.5,3.5,4.0,5.3,-1,Unfilled,False
8758,Carolina Brewery,American Porter,Oatmeal Porter,1297047455.0,4.0,4.0,4.0,4.0,4.0,5.4,-1,Unfilled,False
8759,Brouwerij Timmermans-john Martin N.v.,Faro,Timmermans Faro,1229887262.0,3.5,3.5,3.5,3.5,3.5,4.0,-1,Unfilled,False
8760,Brouwerij Timmermans-john Martin N.v.,Lambic - Unblended,Timmermans Lambicus Blanche (blanche-lambic),1267380554.0,4.5,3.5,3.5,4.0,4.5,4.5,-1,Unfilled,False
8761,Brouwerij Timmermans-john Martin N.v.,Gueuze,Timmermans Tradition Gueuze Lambic,1299726612.0,1.5,2.0,3.5,1.5,1.5,5.0,-1,Unfilled,False
8762,Brouwerij Timmermans-john Martin N.v.,Lambic - Fruit,Timmermans Tradition Kriek Lambic,1314405573.0,3.5,3.5,4.0,3.5,3.5,5.0,-1,Unfilled,False
8763,Brouwerij Timmermans-john Martin N.v.,Faro,Timmermans Doux Lambic (draft Faro),1119881054.0,4.0,4.5,4.0,4.5,5.0,5.5,-1,Unfilled,False
8764,Five Seasons Prado,Witbier,Belgian Wit,1056236857.0,5.0,3.0,4.0,4.0,3.5,-1.0,-1,Unfilled,False
8765,Young & Co Brewery Plc,English Pale Ale,Elysium,1064665336.0,1.0,1.0,1.0,1.0,1.0,4.0,-1,Unfilled,False
8766,Young & Co Brewery Plc,English Pale Ale,Lords,1119210313.0,3.0,4.0,3.5,3.0,3.0,4.0,-1,Unfilled,False
8767,Beermann's Beerwerks,American Amber / Red Ale,Rip Roarin' Red Ale,1227535428.0,4.0,4.0,4.0,4.0,4.5,6.2,-1,Unfilled,False
8768,Geelong Brewing,English Pale Ale,Geelong Our Original Pale Ale,1056249974.0,1.0,1.0,1.0,1.0,1.0,4.5,-1,Unfilled,False
8769,Hofbräuhaus München,Märzen / Oktoberfest,Hofbräu Festbier,1317589860.0,4.0,4.0,4.0,4.5,4.0,6.3,-1,Unfilled,False
8770,Kamakura Beer Brewing Company,English Pale Ale,Kamakura Star Pale Ale,1315488833.0,3.0,3.0,3.0,3.5,3.0,5.0,-1,Unfilled,False
8771,Kumazawa Brewing Co. / Shonan Beer And Trattoria Mokichi,Munich Helles Lager,Shonan Bitter,1056274736.0,4.0,3.5,4.0,4.0,3.5,5.0,-1,Unfilled,False
8772,Rock Bottom Restaurant & Brewery,Witbier,Whitey's Ale,1217131468.0,4.0,3.5,3.5,4.0,4.0,-1.0,-1,Unfilled,False
8773,Krasniy Vostok,Euro Pale Lager,Chechskiy Standart Klassicheskoye,1056277146.0,4.0,4.0,3.5,4.0,4.5,4.6,-1,Unfilled,False
8774,Pivovariya Ivana Taranova,Euro Pale Lager,Pit Svetloe,1240012885.0,3.0,2.5,3.0,3.0,3.0,4.5,-1,Unfilled,False
8775,Augustiner-bräu Wagner Kg,German Pilsener,Augustiner Bräu Pils,1075413060.0,3.5,3.0,3.5,3.0,3.0,5.6,-1,Unfilled,False
8776,Augustiner-bräu Wagner Kg,Maibock / Helles Bock,Augustiner Bräu Heller Bock,1275078760.0,4.5,3.5,4.0,3.5,3.5,7.0,-1,Unfilled,False
8777,Brouwerij Slaapmutske,Belgian Pale Ale,Slaapmutske Blond,1209994148.0,4.0,4.0,4.0,3.5,4.0,6.4,-1,Unfilled,False
8778,Brouwerij Slaapmutske,Belgian Dark Ale,Slaapmutske Bruin,1068492977.0,3.0,3.0,3.0,3.0,3.0,6.0,-1,Unfilled,False
8779,Southampton Publick House,English Pale Ale,Southampton Burton Ale,1180205912.0,4.0,3.0,3.0,3.0,3.0,4.4,-1,Unfilled,False
8780,Brouwerij Slaapmutske,Tripel,Slaapmutske Triple Nightcap,1298767499.0,3.5,3.0,3.5,3.5,4.0,8.1,-1,Unfilled,False
8781,Uinta Brewing Company,American Pale Ale (apa),Angler's Pale Ale,1265307796.0,4.0,3.0,3.5,3.5,3.0,5.8,-1,Unfilled,False
8782,Two Rows Restaurant & Brewery,American Amber / Red Ale,Diablo Red Ale,1056299872.0,3.5,3.5,3.5,3.5,3.5,-1.0,-1,Unfilled,False
8783,Geelong Brewing,American Adjunct Lager,Geelong Premium,1056302735.0,1.0,1.0,1.0,1.0,1.0,4.9,-1,Unfilled,False
8784,Geelong Brewing,American Adjunct Lager,Schonbrauhaus,1066232114.0,4.0,3.5,3.5,3.5,3.5,4.9,-1,Unfilled,False
8785,Minneapolis Town Hall Brewery,American Stout,Coffee Stout,1226083742.0,4.5,4.5,4.0,4.0,4.5,6.0,-1,Unfilled,False
8786,"Stone Iwamoto Co., Ltd / Hakusekikan Beer Restaurant Bacchus",English Pale Ale,Hakusekikan Pale Ale,1058348654.0,4.5,3.5,4.0,3.5,4.0,5.0,-1,Unfilled,False
8787,Malt Shovel Brewery,English Strong Ale,James Squire Australian Strong Ale / Best Ale,1068064662.0,4.0,4.0,4.0,3.5,4.5,6.8,-1,Unfilled,False
8788,James Squire Brewhouse / Portland Hotel,Hefeweizen,3 Weiss Men,1056332808.0,3.0,3.0,3.0,3.0,3.5,-1.0,-1,Unfilled,False
8789,James Squire Brewhouse / Portland Hotel,English Pale Ale,James Squire Brewhouse Highway Man Red Ale,1170992251.0,4.5,4.0,4.0,3.0,5.0,-1.0,-1,Unfilled,False
8790,James Squire Brewhouse / Portland Hotel,Irish Dry Stout,James Squire Brewhouse The Craic Irish Stout,1114049292.0,4.0,3.0,4.0,4.0,4.5,-1.0,-1,Unfilled,False
8791,James Squire Brewhouse / Portland Hotel,Herbed / Spiced Beer,Portland Original Traditional Ginger Beer,1056333303.0,1.5,1.5,1.0,2.0,1.5,-1.0,-1,Unfilled,False
8792,T.y. Harbor Brewery,Hefeweizen,Tennoz Wheat Ale,1184818519.0,3.5,3.0,4.0,3.0,3.0,5.0,-1,Unfilled,False
8793,T.y. Harbor Brewery,American Amber / Red Ale,Tennoz Amber Ale,1056360702.0,4.5,4.0,4.5,4.5,4.0,5.0,-1,Unfilled,False
8794,T.y. Harbor Brewery,English Pale Ale,Tennoz Pale Ale,1294943607.0,4.5,3.5,4.0,4.0,4.0,5.0,-1,Unfilled,False
8795,T.y. Harbor Brewery,American Porter,Tennoz Mocha Porter,1056361519.0,4.5,4.5,4.0,4.0,4.5,5.0,-1,Unfilled,False
8796,T.y. Harbor Brewery,English Pale Ale,Tennoz Honey Ale,1056361865.0,4.0,3.5,4.5,4.5,4.0,5.0,-1,Unfilled,False
8797,Baird Brewing Company / Fishmarket Taproom,American Pale Ale (apa),Rising Sun Pale Ale,1087432494.0,4.0,4.5,4.0,4.0,4.0,5.1,-1,Unfilled,False
8798,Rock Bottom Restaurant & Brewery,American Blonde Ale,Chicago Gold,1137295844.0,3.5,3.0,3.5,3.0,3.0,-1.0,-1,Unfilled,False
8799,Rock Bottom Restaurant & Brewery,Irish Red Ale,Erik The Red,1240290607.0,3.5,3.5,4.0,4.0,3.0,-1.0,-1,Unfilled,False
8800,St. Peter's Brewery Co Ltd,English Bitter,St. Peter's Best Bitter,1192839827.0,3.5,3.0,3.0,3.0,3.5,4.1,-1,Unfilled,False
8801,Stepan Razin Brewery,Euro Pale Lager,Zolotoye (gold),1056398913.0,2.5,2.5,3.5,3.0,2.5,5.6,-1,Unfilled,False
8802,Stepan Razin Brewery,Euro Pale Lager,Krepkoye (strong),1056399201.0,2.5,3.5,3.0,2.5,2.5,6.2,-1,Unfilled,False
8803,Kiuchi Brewery,English Pale Ale,Hiroyuki Cascade Ale,1056400119.0,4.0,4.0,4.0,3.5,4.0,-1.0,-1,Unfilled,False
8804,Palos De Moguer - 82,Kölsch,Colón Light,1056407007.0,3.5,2.0,1.5,2.5,2.5,5.0,-1,Unfilled,False
8805,Palos De Moguer - 82,English Pale Mild Ale,Colón Rubia,1230442029.0,3.5,3.5,3.0,3.5,4.0,-1.0,-1,Unfilled,False
8806,Palos De Moguer - 82,American Porter,Colón Mestiza,1056407832.0,1.5,2.0,2.5,1.5,1.5,-1.0,-1,Unfilled,False
8807,Palos De Moguer - 82,English Brown Ale,Colón Negra,1056408136.0,4.0,3.5,3.5,3.5,3.5,5.0,-1,Unfilled,False
8808,Brew Moon Restaurant & Microbrewery,Light Lager,Moonlight,1141509830.0,4.0,3.0,4.0,4.0,3.0,-1.0,-1,Unfilled,False
8809,Brew Moon Restaurant & Microbrewery,Fruit / Vegetable Beer,Moonberry Wheat,1190696245.0,4.0,4.5,3.0,4.0,4.0,-1.0,-1,Unfilled,False
8810,Brew Moon Restaurant & Microbrewery,American Adjunct Lager,North Star Lager,1141510133.0,3.5,3.0,3.5,3.5,3.5,-1.0,-1,Unfilled,False
8811,Brew Moon Restaurant & Microbrewery,American Pale Ale (apa),Big Bang Pale Ale,1229634167.0,4.0,3.5,3.5,3.5,4.0,-1.0,-1,Unfilled,False
8812,Brew Moon Restaurant & Microbrewery,Irish Red Ale,Orion's Red Ale,1141516476.0,3.5,3.5,3.5,3.5,3.0,-1.0,-1,Unfilled,False
8813,Brew Moon Restaurant & Microbrewery,Schwarzbier,Black Hole Lager,1145771356.0,4.0,4.5,4.5,4.0,5.0,-1.0,-1,Unfilled,False
8814,Hyouko Yashiki No Mori Brewery,American Ipa,Swan Lake Ipa,1224006868.0,4.5,4.5,4.0,4.0,4.5,-1.0,-1,Unfilled,False
8815,"Kirin Brewery Company, Limited",Happoshu,Kirin Gokunama Happoshu,1128441259.0,5.0,3.5,3.0,4.0,4.0,5.5,-1,Unfilled,False
8816,Pivzavod Ao Rosar,Euro Pale Lager,Sibirskaya Korona Klassichiskoye,1298514727.0,4.0,3.5,3.5,3.5,3.5,5.0,-1,Unfilled,False
8817,Hanseatische Getränke-industrie (hgi) Holsten-brauerei Ag,Fruit / Vegetable Beer,Holsten Fusion Kurrant,1056461196.0,1.5,1.5,2.0,1.5,1.5,-1.0,-1,Unfilled,False
8818,Augusta Brewing Company,Kölsch,Green Tree,1056463018.0,3.0,3.0,4.0,3.0,3.0,-1.0,-1,Unfilled,False
8819,Carlsberg Danmark A/s,Euro Pale Lager,Carlsberg Pivo,1056464446.0,3.0,3.0,3.5,3.0,3.0,4.7,-1,Unfilled,False
8820,"Eddie Mcstiff's Restaurant, Brew Pub & Bar",English Brown Ale,Chestnut Brown Ale,1084168114.0,3.0,3.5,3.0,2.0,3.0,4.0,-1,Unfilled,False
8821,New Albanian Brewing Company - Pizzeria And Public House,Saison / Farmhouse Ale,New Albanian Saison,1252343952.0,4.0,4.5,4.0,3.5,4.0,7.0,-1,Unfilled,False
8822,"Eddie Mcstiff's Restaurant, Brew Pub & Bar",Fruit / Vegetable Beer,Moab Raspberry Wheat,1056467124.0,4.0,4.0,3.0,4.0,4.0,4.0,-1,Unfilled,False
8823,Alcatraz Brewing Co.,American Porter,Alcatraz Prison (or Penitentiary ) Porter,1056537988.0,3.5,3.5,5.0,3.5,3.5,-1.0,-1,Unfilled,False
8824,"Eddie Mcstiff's Restaurant, Brew Pub & Bar",Chile Beer,Jalapeno Wheat,1114442631.0,2.5,3.5,2.5,2.0,3.0,4.0,-1,Unfilled,False
8825,Manayunk Brewery And Restaurant,Maibock / Helles Bock,Main Street Maibock,1056467531.0,4.0,3.5,3.5,4.0,4.0,6.2,-1,Unfilled,False
8826,"Eddie Mcstiff's Restaurant, Brew Pub & Bar",American Stout,Cisco Bend Stout,1056467735.0,2.0,4.0,4.0,2.5,3.0,4.0,-1,Unfilled,False
8827,Manayunk Brewery And Restaurant,Fruit / Vegetable Beer,Blueberry Wheat,1305395435.0,1.5,1.5,2.0,1.0,1.5,-1.0,-1,Unfilled,False
8828,Buckhead Brewery And Grill,American Pale Ale (apa),Panther Pale Ale,1095550101.0,4.0,3.5,3.5,3.5,4.0,-1.0,-1,Unfilled,False
8829,Buckhead Brewery And Grill,Märzen / Oktoberfest,Avalanche Amber,1080953881.0,2.5,3.0,3.5,3.0,2.0,-1.0,-1,Unfilled,False
8830,Clay Pipe Brewing Company,American Pale Ale (apa),Backfin Pale Ale,1250213579.0,2.5,3.0,3.0,3.0,2.5,5.5,-1,Unfilled,False
8831,Brasserie St. Feuillien,Belgian Pale Ale,Grisette Blonde,1184346430.0,4.0,3.0,3.5,4.0,4.0,4.5,-1,Unfilled,False
8832,Brasserie St. Feuillien,Witbier,Grisette Blanche,1069986946.0,2.5,3.5,4.0,3.0,2.0,5.0,-1,Unfilled,False
8833,Brasserie St. Feuillien,American Amber / Red Ale,Grisette Ambrée,1125470941.0,2.0,2.5,3.0,2.5,2.5,5.0,-1,Unfilled,False
8834,Stone Arch Brewpub,Fruit / Vegetable Beer,Cherry Creek,1126123486.0,4.0,4.0,4.0,4.0,4.0,5.0,-1,Unfilled,False
8835,Stone Arch Brewpub,American Pale Ale (apa),Fox River Classic Ale,1126123695.0,2.5,2.5,2.5,3.0,2.5,5.6,-1,Unfilled,False
8836,Stone Arch Brewpub,Belgian Pale Ale,Belgium-luxemburg Mixed Up Ale,1063929876.0,5.0,4.0,4.0,4.0,4.5,5.8,-1,Unfilled,False
8837,Pivovariya Ivana Taranova,Dortmunder / Export Lager,Pit Export,1107881466.0,3.5,3.5,3.0,4.0,2.5,5.2,-1,Unfilled,False
8838,Pivovariya Ivana Taranova,Euro Strong Lager,Pit Krepkoye,1056537886.0,3.0,3.5,3.0,2.5,2.5,7.8,-1,Unfilled,False
8839,Brouwerij Verhaeghe,Flanders Red Ale,Vichtenaar,1141958201.0,4.0,4.5,3.5,4.0,3.5,5.1,-1,Unfilled,False
8840,Brick Brewing Co. / Red Baron Lounge,English Bitter,Conners Best Bitter,1063295049.0,1.0,2.5,3.5,2.5,1.0,4.8,-1,Unfilled,False
8841,Buckhead Brewery And Grill,Scotch Ale / Wee Heavy,Winter Ale,1073631936.0,4.0,4.0,4.5,5.0,4.0,8.0,-1,Unfilled,False
8842,Bj's Chicago Pizza & Brewery Inc.,Hefeweizen,Harvest Hefeweizen,1320353667.0,4.0,3.5,4.5,4.0,4.0,4.8,-1,Unfilled,False
8843,Privatbrauerei Gaffel Becker & Co.,German Pilsener,Beckers Lager,1227503416.0,2.0,2.0,3.0,2.0,2.0,4.5,-1,Unfilled,False
8844,New Albanian Brewing Company - Pizzeria And Public House,Smoked Beer,Cone Smoker,1235253256.0,4.0,4.0,3.5,3.5,4.0,-1.0,-1,Unfilled,False
8845,Broad Ripple Brew Pub,Witbier,Wheat Beer,1056555383.0,1.0,2.0,2.0,2.0,1.0,4.5,-1,Unfilled,False
8846,Everards Brewery Ltd.,Extra Special / Strong Bitter (esb),Tiger Best Bitter,1320665289.0,4.0,4.0,4.5,3.5,4.0,4.2,-1,Unfilled,False
8847,Okanagan Spring Brewery,English Brown Ale,Classic Nut Brown Ale,1097442547.0,3.5,3.5,4.0,3.5,3.0,5.6,-1,Unfilled,False
8848,"Middle Ages Brewing Co., Ltd.",Fruit / Vegetable Beer,Raspberry Ale,1170103428.0,4.0,3.5,3.5,3.5,3.5,4.6,-1,Unfilled,False
8849,Uehara Shuzou Co. Ltd. / Echigo Beer Pub,German Pilsener,Echigo Pilsner,1056562391.0,3.5,3.0,4.0,4.0,3.5,-1.0,-1,Unfilled,False
8850,Uehara Shuzou Co. Ltd. / Echigo Beer Pub,Witbier,Echigo White,1056563200.0,4.5,4.0,4.5,4.0,4.0,-1.0,-1,Unfilled,False
8851,General Lafayette Inn & Brewery,Belgian Dark Ale,Cuvee De Lafayette,1056565894.0,4.0,4.0,4.0,4.0,4.5,-1.0,-1,Unfilled,False
8852,Bath Ales Ltd,Extra Special / Strong Bitter (esb),Gem,1291817723.0,5.0,4.5,5.0,4.5,4.5,4.8,-1,Unfilled,False
8853,Nasu Kogen Beer Co. Ltd.,English Barleywine,Nasu Kogen Barley Wine,1056573628.0,4.0,4.0,4.5,4.0,4.5,12.0,-1,Unfilled,False
8854,Minamishinsyu Brewery,Winter Warmer,Minami Shinshu Christmas Ale 2002,1056574419.0,4.0,4.5,4.5,4.0,4.0,9.0,-1,Unfilled,False
8855,"Hidatakayama Brewing Agricultural Corporation, Ltd",English Brown Ale,English Brown Ale,1056575211.0,3.5,3.5,4.0,3.5,4.0,-1.0,-1,Unfilled,False
8856,Route 66 Brewery,Witbier,Belgian Wit,1057181606.0,4.0,4.0,3.5,4.0,4.0,-1.0,-1,Unfilled,False
8857,Route 66 Brewery,American Porter,Great Plains Porter,1063469670.0,4.0,3.5,4.0,3.5,4.0,-1.0,-1,Unfilled,False
8858,Route 66 Brewery,Light Lager,Landmark Light Lager,1102041570.0,3.5,3.0,3.5,3.0,3.5,-1.0,-1,Unfilled,False
8859,Hochstiftliches Brauhaus,Maibock / Helles Bock,Will-bräu Mai-bock,1109653286.0,3.5,4.0,3.5,3.5,3.5,6.2,-1,Unfilled,False
8860,Rock Bottom Restaurant & Brewery,German Pilsener,Line Drive,1056585370.0,3.5,3.5,4.0,3.5,3.5,-1.0,-1,Unfilled,False
8861,Rock Bottom Restaurant & Brewery,American Barleywine,Subzero,1297978406.0,5.0,4.0,4.5,5.0,4.5,9.8,-1,Unfilled,False
8862,Goose Island Beer Co.,American Double / Imperial Stout,Bourbon County Brand Stout,1248407649.0,4.5,5.0,4.5,4.5,4.5,14.5,-1,Unfilled,False
8863,Triumph Brewing Company,German Pilsener,Pilsner,1270869489.0,4.0,2.5,2.5,4.0,4.0,-1.0,-1,Unfilled,False
8864,Triumph Brewing Company,Hefeweizen,Hefe-weizen,1056621120.0,4.0,3.5,4.0,4.0,4.0,-1.0,-1,Unfilled,False
8865,Triumph Brewing Company,Scottish Ale,Scottish Ale,1073233768.0,4.0,4.0,4.0,4.0,3.5,-1.0,-1,Unfilled,False
8866,Vine Park Brewing Co.,Hefeweizen,Harvey's Hefeweizen,1056882094.0,4.0,4.0,3.5,4.5,4.0,-1.0,-1,Unfilled,False
8867,Vine Park Brewing Co.,Vienna Lager,Loose Moose Lager,1056881785.0,3.0,4.0,3.5,3.0,3.0,-1.0,-1,Unfilled,False
8868,Brasserie Des Gabariers (l&l Cognac Sa),Euro Strong Lager,Xo Beer,1236238588.0,4.0,3.5,4.0,4.0,3.5,8.0,-1,Unfilled,False
8869,Tun Tavern,Hefeweizen,Summer Weiss,1117850146.0,4.5,4.0,4.0,4.0,4.0,-1.0,-1,Unfilled,False
8870,Pictish Brewing Company,English Pale Ale,Brewers Gold,1116903485.0,4.5,3.5,4.0,2.5,4.0,3.8,-1,Unfilled,False
8871,Boat Brewery / The Boat,English Brown Ale,Man In The Boat,1056638791.0,4.0,4.0,3.5,4.0,4.5,3.5,-1,Unfilled,False
8872,Gasthaus & Gosebrauerei Bayerischer Bahnhof,Gose,Leipziger Gose,1274407033.0,5.0,4.0,4.0,4.0,4.0,4.6,-1,Unfilled,False
8873,Carlsberg Danmark A/s,Fruit / Vegetable Beer,Carlsberg Capo,1056648811.0,3.0,3.5,3.0,3.0,2.5,7.7,-1,Unfilled,False
8874,Gulpener Bierbrouwerij B.v.,Belgian Dark Ale,De Zwarte Ruiter,1057480284.0,2.0,4.5,3.5,1.5,1.5,3.5,-1,Unfilled,False
8875,Green Flash Brewing Co.,American Amber / Red Ale,Green Flash Ruby Red Ale,1221081775.0,3.5,3.5,4.5,4.0,3.5,-1.0,-1,Unfilled,False
8876,Great Northern Brewing Co. / Black Star Draught House,Light Lager,Black Star Light,1227674053.0,1.0,1.0,1.5,1.5,1.0,5.9,-1,Unfilled,False
8877,Bayhawk Ales,American Adjunct Lager,Hotel Laguna Lager,1056661416.0,4.0,3.5,4.0,3.5,4.0,4.7,-1,Unfilled,False
8878,Bj's Restaurant & Brewhouse,Belgian Strong Pale Ale,Grand Cru,1231463373.0,3.5,4.0,4.0,4.0,4.0,10.0,-1,Unfilled,False
8879,Meantime Brewing Company Limited,English Pale Ale,Sainsburys Blonde Ale,1086265212.0,5.0,4.5,3.5,4.0,4.0,4.5,-1,Unfilled,False
8880,Meantime Brewing Company Limited,Vienna Lager,Sainsburys Viennese Style Amber Lager,1092705667.0,4.0,3.5,4.0,3.5,4.0,5.0,-1,Unfilled,False
8881,Meantime Brewing Company Limited,Kölsch,Sainsburys Cologne Style Lager,1103746597.0,4.0,3.5,3.5,3.5,3.5,5.0,-1,Unfilled,False
8882,Mcneill's Brewery,Hefeweizen,Mcneill's Wheat Wright,1124665556.0,4.0,3.0,3.5,3.5,4.0,4.9,-1,Unfilled,False
8883,Brasserie Le Gambrinus,Euro Pale Lager,L'alsacienne Sans Culotte,1140577731.0,4.5,4.0,5.0,4.0,4.5,6.5,-1,Unfilled,False
8884,Four Peaks Brewing Company,Fruit / Vegetable Beer,Arizona Peach,1118988897.0,3.5,3.5,4.0,3.5,3.5,4.2,-1,Unfilled,False
8885,Four Peaks Brewing Company,American Blonde Ale,Blonde Ale,1320645840.0,3.0,3.5,4.0,3.5,3.0,4.2,-1,Unfilled,False
8886,Four Peaks Brewing Company,American Blonde Ale,Fool's Gold,1118988191.0,4.0,4.0,3.5,4.0,4.0,4.0,-1,Unfilled,False
8887,Four Peaks Brewing Company,English Brown Ale,Leroy Brown,1213033089.0,4.5,4.0,4.0,4.0,4.5,4.9,-1,Unfilled,False
8888,Four Peaks Brewing Company,American Amber / Red Ale,Mccarthy's Red,1080576536.0,3.5,3.5,3.5,3.5,3.5,5.0,-1,Unfilled,False
8889,Four Peaks Brewing Company,Oatmeal Stout,Oatmeal Stout,1324419567.0,4.5,4.5,4.5,4.0,4.5,5.2,-1,Unfilled,False
8890,Four Peaks Brewing Company,English Porter,Old Porter,1089054522.0,4.5,3.5,4.0,4.5,4.0,5.0,-1,Unfilled,False
8891,Four Peaks Brewing Company,Hefeweizen,Hefeweizen,1265521151.0,3.5,4.0,4.5,4.0,3.0,5.5,-1,Unfilled,False
8892,Meantime Brewing Company Limited,English Stout,Chocolate,1206359473.0,3.5,4.0,3.5,3.5,4.0,6.5,-1,Unfilled,False
8893,Rooster's Brewing Company Ltd.,English Pale Ale,Rooster's - Yankee,1063071223.0,2.5,3.0,2.0,3.0,2.5,4.3,-1,Unfilled,False
8894,Rooster's Brewing Company Ltd.,Cream Ale,Rooster's - Cream,1056706214.0,4.0,4.0,3.5,3.5,4.0,4.7,-1,Unfilled,False
8895,Padre Island Brewing Company,American Blonde Ale,South Padre Island Blonde Ale,1056706548.0,3.0,3.0,3.5,2.5,2.5,-1.0,-1,Unfilled,False
8896,Padre Island Brewing Company,Hefeweizen,Tidal Wave Wheat,1056707044.0,4.0,3.0,4.0,4.0,3.5,-1.0,-1,Unfilled,False
8897,Padre Island Brewing Company,Maibock / Helles Bock,Cinco De Mayo Bock,1056707785.0,4.0,3.5,3.5,4.0,3.5,-1.0,-1,Unfilled,False
8898,Padre Island Brewing Company,American Pale Ale (apa),Padre Island Pale Ale,1152391540.0,4.0,3.5,3.0,3.5,3.5,-1.0,-1,Unfilled,False
8899,Padre Island Brewing Company,American Stout,Speckled Trout Stout,1313289126.0,4.0,3.5,4.0,4.0,4.0,-1.0,-1,Unfilled,False
8900,Celtic Bayou,Altbier,Alt Bier,1056732179.0,4.0,4.0,4.5,4.0,4.5,-1.0,-1,Unfilled,False
8901,Yakima Brewing Co. / Bert Grant's Ales,American Blonde Ale,Bert Grants Glorious Golden Ale,1056734373.0,4.0,4.0,4.0,4.0,3.0,4.6,-1,Unfilled,False
8902,Scotch Irish Brewing Company,English Bitter,Dry Hop Border Bitter,1060388794.0,3.5,3.5,3.5,3.0,3.0,3.8,-1,Unfilled,False
8903,Alpine Beer Company,American Pale Wheat Ale,Raspberry Nectar,1260137789.0,4.5,3.5,3.5,3.5,4.0,4.9,-1,Unfilled,False
8904,Steamworks Brewing Co.,American Amber / Red Ale,Lizard Head Red,1263681602.0,2.0,4.0,4.0,3.5,2.0,5.5,-1,Unfilled,False
8905,Steamworks Brewing Co.,American Pale Ale (apa),Rock Hopped Pale Ale,1118775530.0,4.0,3.0,4.0,4.0,4.0,5.0,-1,Unfilled,False
8906,Steamworks Brewing Co.,California Common / Steam Beer,Steam Engine Lager,1207346588.0,3.5,3.5,4.0,3.5,3.5,5.5,-1,Unfilled,False
8907,Steamworks Brewing Co.,American Ipa,Third Eye P.a.,1298607553.0,3.5,4.0,3.5,4.0,2.5,6.4,-1,Unfilled,False
8908,Steamworks Brewing Co.,American Stout,Backside Stout,1144806392.0,3.0,2.5,3.0,3.0,2.5,-1.0,-1,Unfilled,False
8909,Steamworks Brewing Co.,Kölsch,Colorado Kolsch,1287707020.0,2.5,3.0,3.5,3.0,2.0,5.5,-1,Unfilled,False
8910,Steamworks Brewing Co.,Hefeweizen,Hefeweizen,1202347755.0,4.0,4.0,4.0,4.0,4.0,5.0,-1,Unfilled,False
8911,Steamworks Brewing Co.,Dunkelweizen,Dunkelweizen,1150650400.0,4.5,3.0,3.0,4.5,4.0,6.0,-1,Unfilled,False
8912,Steamworks Brewing Co.,American Blonde Ale,Ale Diablo,1253749135.0,4.0,4.0,3.5,4.0,4.0,8.5,-1,Unfilled,False
8913,Big Horse Brew Pub / Horse Feathers & Co.,American Porter,Branded Black Porter,1096673584.0,2.5,2.5,2.5,2.5,2.5,5.6,-1,Unfilled,False
8914,Big Horse Brew Pub / Horse Feathers & Co.,Dunkelweizen,Hoof-e-weizen,1109480997.0,3.5,4.0,2.5,3.0,3.5,5.2,-1,Unfilled,False
8915,Big Horse Brew Pub / Horse Feathers & Co.,American Pale Ale (apa),Horsetail Pale Ale,1096674181.0,3.5,3.5,4.0,3.0,3.5,5.6,-1,Unfilled,False
8916,Big Horse Brew Pub / Horse Feathers & Co.,Extra Special / Strong Bitter (esb),Horsethief English Bitter,1109565964.0,4.5,4.0,3.5,3.5,4.5,6.0,-1,Unfilled,False
8917,Big Horse Brew Pub / Horse Feathers & Co.,Scotch Ale / Wee Heavy,Macstallion's Scotch Ale,1325668487.0,4.0,4.0,3.5,3.5,4.0,6.9,-1,Unfilled,False
8918,Big Horse Brew Pub / Horse Feathers & Co.,Russian Imperial Stout,Nightmare Russian Imperial Stout,1109562384.0,4.5,4.5,3.5,4.0,4.5,8.1,-1,Unfilled,False
8919,Thunderhead Brewing Company,American Wild Ale,Summer Gueuze,1056738998.0,4.5,3.0,4.0,3.5,4.0,-1.0,-1,Unfilled,False
8920,Golden Valley Brewery And Pub,American Ipa,Chehalem Mountain Ipa,1210466102.0,2.0,2.0,2.0,2.0,2.0,6.1,-1,Unfilled,False
8921,Golden Valley Brewery And Pub,American Pale Ale (apa),American Pale Ale,1215819723.0,4.0,3.5,3.5,3.0,3.5,5.0,-1,Unfilled,False
8922,Barley Brown's Brewpub,American Porter,Porter,1224727323.0,2.5,3.0,2.0,3.5,3.0,-1.0,-1,Unfilled,False
8923,Bill's Tavern & Brewhouse,American Double / Imperial Stout,2 X 4 Stout,1187161779.0,3.5,3.0,4.0,2.5,3.5,7.9,-1,Unfilled,False
