,Brewery,Style,Name,ReviewsNumber,OverallReview,Aroma,Appearance,Palate,Taste,BeerABV
8876,,,Black Star Light,1227674053.0,,,,,,
8877,,,Hotel Laguna Lager,1056661416.0,,,,,,
8878,,,,1231463373.0,,,,,,
8879,Meantime Brewing Company Limited,,Sainsburys Blonde Ale,1086265212.0,,,,,,
8880,,,Sainsburys Viennese Style Amber Lager,1092705667.0,,,,,,
8881,,,Sainsburys Cologne Style Lager,1103746597.0,,,,,,
8882,,,Mcneill's Wheat Wright,1124665556.0,,,,,,
8883,Brasserie Le Gambrinus,,L'alsacienne Sans Culotte,1140577731.0,,,,,,
8884,,,Arizona Peach,1118988897.0,,,,,,
8885,,,,1320645840.0,,,,,,
8886,,,Fool's Gold,1118988191.0,,,,,,
8887,,,Leroy Brown,1213033089.0,,,,,,
8888,,,Mccarthy's Red,1080576536.0,,,,,,
8889,,,,1324419567.0,,,,,,
8890,,,,1089054522.0,,,,,,
8891,,,,1265521151.0,,,,,,
8892,,,Chocolate,1206359473.0,,,,,,
8893,Rooster's Brewing Company Ltd.,,Rooster's - Yankee,1063071223.0,,,,,,
8894,,,Rooster's - Cream,1056706214.0,,,,,,
8895,Padre Island Brewing Company,,South Padre Island Blonde Ale,1056706548.0,,,,,,
8896,,,Tidal Wave Wheat,1056707044.0,,,,,,
8897,,,Cinco De Mayo Bock,1056707785.0,,,,,,
8898,,,Padre Island Pale Ale,1152391540.0,,,,,,
8899,,,Speckled Trout Stout,1313289126.0,,,,,,
8900,,,,1056732179.0,,,,,,
8901,,,Bert Grants Glorious Golden Ale,1056734373.0,,,,,,
8902,,,Dry Hop Border Bitter,1060388794.0,,,,,,
8903,,,Raspberry Nectar,1260137789.0,,,,,,
8904,Steamworks Brewing Co.,,Lizard Head Red,1263681602.0,,,,,,
8905,,,Rock Hopped Pale Ale,1118775530.0,,,,,,
8906,,,Steam Engine Lager,1207346588.0,,,,,,
8907,,,Third Eye P.a.,1298607553.0,,,,,,
8908,,,Backside Stout,1144806392.0,,,,,,
8909,,,Colorado Kolsch,1287707020.0,,,,,,
8910,,,,1202347755.0,,,,,,
8911,,,,1150650400.0,,,,,,
8912,,,Ale Diablo,1253749135.0,,,,,,
8913,Big Horse Brew Pub / Horse Feathers & Co.,,Branded Black Porter,1096673584.0,,,,,,
8914,,,Hoof-e-weizen,1109480997.0,,,,,,
8915,,,Horsetail Pale Ale,1096674181.0,,,,,,
8916,,,Horsethief English Bitter,1109565964.0,,,,,,
8917,,,Macstallion's Scotch Ale,1325668487.0,,,,,,
8918,,,Nightmare Russian Imperial Stout,1109562384.0,,,,,,
8919,,,Summer Gueuze,1056738998.0,,,,,,
8920,,,Chehalem Mountain Ipa,1210466102.0,,,,,,
8921,,,,1215819723.0,,,,,,
8922,Barley Brown's Brewpub,,,1224727323.0,,,,,,
8923,Bill's Tavern & Brewhouse,,2 X 4 Stout,1187161779.0,,,,,,
8924,,,Arctic Weiss,1058631842.0,,,,,,
8925,,,Blackberry Beauty,1122694776.0,,,,,,
8926,,,Bronze Ale,1090810824.0,,,,,,
8927,,,Duckdive Pale Ale,1248242803.0,,,,,,
8928,,,Caldera Ipa,1214858603.0,,,,,,
8929,,,Ashland Amber,1236796559.0,,,,,,
8930,,,Dry Hop Red,1106529693.0,,,,,,
8931,,,Pilot Rock Porter,1310259440.0,,,,,,
8932,,,Caldera Oatmeal Stout,1316025612.0,,,,,,
8933,,,Cauldron Brew,1100675578.0,,,,,,
8934,,,Southside Strong,1296524914.0,,,,,,
8935,Laurelwood Pizza Co. (closed),,Mother Lode Golden Ale,1150937783.0,,,,,,
8936,,,Piston Pale Ale,1227231974.0,,,,,,
8937,,,Ettinger Altbier,1121046230.0,,,,,,
8938,,,Boss I.p.a.,1171915754.0,,,,,,
8939,,,Free Range Red,1206399523.0,,,,,,
8940,,,Space Stout,1321649836.0,,,,,,
8941,,,Spezialnoye,1056741303.0,,,,,,
8942,,,Organic Tree Hugger Porter,1217033694.0,,,,,,
8943,,,Gold Spike Ale,1199147452.0,,,,,,
8944,Fujikankokaihatsu Co. Ltd. / Sylvans Restaurant,,Fujizakura Kogen Hefeweizen,1056777571.0,,,,,,
8945,,,Fujizakura Märzen,1056777946.0,,,,,,
8946,Beer Station Ryogoku,,Ryogoku Beer Station Weizen,1056779229.0,,,,,,
8947,,,Ryogoku Beer Station Pilsner,1056779680.0,,,,,,
8948,,,Ryogoku Beer Station Dunkel,1056780090.0,,,,,,
8949,,,,1174162897.0,,,,,,
8950,,,,1064194309.0,,,,,,
8951,,,Jack The Lad,1079726162.0,,,,,,
8952,,,Navigator,1148843774.0,,,,,,
8953,,,Ptarmigan Premium Ale,1094759442.0,,,,,,
8954,,,Alpine Light,1064939721.0,,,,,,
8955,,,Moosehead Light,1064503776.0,,,,,,
8956,,,Ten Penny Old Stock Ale,1065579538.0,,,,,,
8957,,,Traquair House Stuart Ale,1276471556.0,,,,,,
8958,,,O'keefe Extra Old Stock,1063153390.0,,,,,,
8959,,,O'keefe Ale,1157635524.0,,,,,,
8960,,,Greenshields Nut Brown Ale,1100667567.0,,,,,,
8961,,,Community Dark Mild Ale,1208200600.0,,,,,,
8962,,,Big Easy English Mild Ale,1057758783.0,,,,,,
8963,,,Arsenalnoye Traditional,1170442540.0,,,,,,
8964,,,Chechskiy Standart Svetloe,1056798651.0,,,,,,
8965,Pivo-agro,,Alexander,1056799248.0,,,,,,
8966,,,Arsenalnoye Krepkoye (strong),1192837157.0,,,,,,
8967,,,Provinciya Svetloye,1056799838.0,,,,,,
8968,Deep Creek Brewing Company,,Deep Creek Gold,1097525374.0,,,,,,
8969,,,Youghiogheny Red,1057265358.0,,,,,,
8970,,,Castel,1056803696.0,,,,,,
8971,"Waoh / Yamato Brewery, K.k.",,Waoh Hakugin Weizen,1056814718.0,,,,,,
8972,,,Guinness Special Export Stout (john Martin - Belgium),1307120592.0,,,,,,
8973,,,Rock Island Red,1281744635.0,,,,,,
8974,,,Echigo Stout,1315148621.0,,,,,,
8975,,,Divine Vamp,1056823361.0,,,,,,
8976,,,Tuborg Kylle Kylle Påskebryg,1180406182.0,,,,,,
8977,,,Satchmo Stout,1115009155.0,,,,,,
8978,,,St. Louis Bay Ipa,1065583618.0,,,,,,
8979,,,,1151002419.0,,,,,,
8980,,,,1058405283.0,,,,,,
8981,,,Tabernash Maibock,1059271301.0,,,,,,
8982,,,Dominion Oak Barrel Vanilla Stout,1148689960.0,,,,,,
8983,,,Wasatch Raspberry Wheat Beer,1065150698.0,,,,,,
8984,,,Royal Duffer Golf Society Premium Ale,1153035392.0,,,,,,
8985,,,,1060223586.0,,,,,,
8986,,,Maduro Porter,1122784021.0,,,,,,
8987,,,Merry Maker,1106778658.0,,,,,,
8988,,,,1138289198.0,,,,,,
8989,,,,1201465252.0,,,,,,
8990,,,Nude Beer,1102888200.0,,,,,,
8991,,,Royal Duffer Golf Society Lager,1133074761.0,,,,,,
8992,,,Lost Coast Wheat,1193274564.0,,,,,,
8993,,,,1315495225.0,,,,,,
8994,,,Raspberry Chocolate Stout,1113990305.0,,,,,,
8995,,,Lost Coast Porter,1088560058.0,,,,,,
8996,,,Bière Du Corsaire,1227622609.0,,,,,,
8997,,,Black Stout,1248722746.0,,,,,,
8998,,,Mateen Triple,1313208283.0,,,,,,
8999,,,Mc Gregor,1139933553.0,,,,,,
9000,,,Poiluchette Blonde Cuvée Du Château,1156519458.0,,,,,,
9001,,,Poiluchette Brune Cuvée Du Château,1181267572.0,,,,,,
9002,,,White Mountain Wheat,1062559444.0,,,,,,
9003,,,Donny Brook Irish Stout,1062559775.0,,,,,,
9004,,,Horny Toad Ipa,1297289631.0,,,,,,
9005,,,Pinon Porter,1062560039.0,,,,,,
9006,,,Kaibab Pale Ale,1061612040.0,,,,,,
9007,,,,1255061950.0,,,,,,
9008,,,Tiger Tail Ale,1191865652.0,,,,,,
9009,,,The Full Monty Stout,1135271726.0,,,,,,
9010,,,Estes Park Pale Ale,1161211734.0,,,,,,
9011,,,Estes Park Gold,1177180589.0,,,,,,
9012,,,Estes Park Bear Lake Blueberry Wheat,1214700749.0,,,,,,
9013,,,Estes Park Barley Wine,1123116632.0,,,,,,
9014,,,,1153104052.0,,,,,,
9015,,,,1161631995.0,,,,,,
9016,Browar Grybów,,Rejent,1056875079.0,,,,,,
9017,,,St. Andrews Summer Ale,1150766224.0,,,,,,
9018,,,,1160974675.0,,,,,,
9019,,,Caramel Bock,1123351682.0,,,,,,
9020,,,Triy Medvedya (3 Bears),1056883526.0,,,,,,
9021,,,Khmeler,1056884727.0,,,,,,
9022,,,Super Natural Esb,1089248606.0,,,,,,
9023,,,Super Natural Porter,1079060715.0,,,,,,
9024,,,Ashmans Abbaye Dubbel,1069336295.0,,,,,,
9025,,,Dark Star Imperial Stout,1143780059.0,,,,,,
9026,,,Harvest Moon Festbier Style Ale,1225867398.0,,,,,,
9027,,,Double Trouble Ipa,1257586294.0,,,,,,
9028,,,Holiday Spiced Ale,1227417424.0,,,,,,
9029,,,Lower Da Boom Barleywine,1314298210.0,,,,,,
9030,,,,1107375802.0,,,,,,
9031,,,Opening Day Ipa,1145842949.0,,,,,,
9032,,,Oyster Point Oyster Stout,1206565612.0,,,,,,
9033,,,21st Amendment Pale Ale,1107376222.0,,,,,,
9034,,,Potrero Esb,1090122761.0,,,,,,
9035,Second Street Brewery,,,1151081364.0,,,,,,
9036,,,,1321741988.0,,,,,,
9037,,,Barley Wine-style Ale,1145285958.0,,,,,,
9038,,,Bavarian Hefewiezen,1309916866.0,,,,,,
9039,,,,1239904585.0,,,,,,
9040,,,,1287954000.0,,,,,,
9041,,,,1151025006.0,,,,,,
9042,,,,1239905688.0,,,,,,
9043,,,,1296597636.0,,,,,,
9044,,,Kidder Special Bitter,1287954093.0,,,,,,
9045,,,Old Pecos Porter,1321742382.0,,,,,,
9046,A1a Aleworks,,A. Strange Stout,1226517381.0,,,,,,
9047,,,Bridge Of Lions Brown Ale,1216140691.0,,,,,,5.11
9048,,,Porpoise Point Pale Ale,1078414530.0,,,,,,
9049,Aberdeen Brewing Company,,County Porter,1079445799.0,,,,,,
9050,America's Brewpub,,Aurora Amber Ale,1217540451.0,,,,,,
9051,,,,1126901487.0,,,,,,
9052,,,Walter Payton Pilsener,1206076191.0,,,,,,
9053,,,Reindeer Red Ale,1163906415.0,,,,,,
9054,,,Schwartz,1148193369.0,,,,,,
9055,,,Sweetness Stout,1212124618.0,,,,,,5.78
9056,B.o.b.'s House Of Brews,,,1132884541.0,,,,,,
9057,,,Festive Amber,1121783484.0,,,,,,
9058,,,Happy Pilsner,1121783746.0,,,,,,
9059,,,,1121784551.0,,,,,,
9060,,,Smoky Scotch,1101675505.0,,,,,,
9061,,,,1129037352.0,,,,,,
9062,,,,1316144587.0,,,,,,
9063,,,Nosferatu's,1069244005.0,,,,,,
9064,,,,1101675649.0,,,,,,
9065,,,Winter Pale Bock,1135087020.0,,,,,,
9066,,,,1121783199.0,,,,,,
9067,,,Vanderbob's Wheat,1121783967.0,,,,,,
9068,,,,1132846290.0,,,,,,
9069,Back Street Brewery,,Back Street Blonde,1057953654.0,,,,,,
9070,,,Battleground Ale,1069555043.0,,,,,,
9071,,,Peak One Porter,1203776488.0,,,,,,
9072,,,Switchback Amber,1177343660.0,,,,,,5.38
9073,,,Ptarmigan Pilsner,1131926940.0,,,,,,
9074,,,Wheeler Wheat,1247173440.0,,,,,,
9075,,,Breakfast Stout,1247174396.0,,,,,,
9076,,,St. Peter Red,1075325168.0,,,,,,
9077,Barley Brothers Brewery & Grill,,Jennagrace Hefeweizen/american Wheat,1069015252.0,,,,,,
9078,,,,1152759421.0,,,,,,
9079,,,Bighorn Ipa,1324834506.0,,,,,,
9080,,,Kickstart Oatmeal Stout,1324835528.0,,,,,,
9081,,,Trippleberrry Wheat,1263287629.0,,,,,,
9082,Barley John's Brew Pub,,Old Eight Porter,1225062602.0,,,,,,
9083,,,Wild Brunette,1133316134.0,,,,,,
9084,The Bear Brew Pub,,Honey Bear Brown,1191253370.0,,,,,,
9085,,,Bear Brew Ipa,1122582396.0,,,,,,
9086,,,Lincoln Lager,1193075404.0,,,,,,
9087,,,Empire Pale Ale,1108955552.0,,,,,,
9088,,,Industrial Stout,1108954670.0,,,,,,
9089,,,Expedition Ipa,1165881190.0,,,,,,
9090,,,Summer Hefe Weizen,1108955146.0,,,,,,
9091,,,Bourbon Barrel Barley-wine Ale,1236305436.0,,,,,,9.75
9092,,,,1220124389.0,,,,,,
9093,,,Honey Beer,1152508046.0,,,,,,
9094,Belle Isle Restaurant & Brewery,,Wild Mary's Wheat Ale,1262265999.0,,,,,,
9095,,,Belle's Blonde Light Pale Ale,1316824868.0,,,,,,
9096,,,Flanagan's Amber Ale,1262266440.0,,,,,,
9097,,,Power Plant Porter Ale,1145412039.0,,,,,,
9098,,,Beck's Alkoholfrei,1262329828.0,,,,,,
9099,,,Baker's Island Blond,1087980896.0,,,,,,
9100,,,Watermelon Ale,1096657049.0,,,,,,
9101,Naturbier,,Light,1247481830.0,,,,,,
9102,Fürstlich Fürstenbergische Brauerei Kg,,Fürstenberg Premium Pilsener,1077886161.0,,,,,,
9103,,,Fürstenberg Premium Lager,1170557979.0,,,,,,
9104,,,Fürstenberg Export,1227819580.0,,,,,,
9105,,,Fürstenberg Kristallweizen,1187020677.0,,,,,,
9106,,,Fürstenberg Weizen Hefe Helles,1096481426.0,,,,,,
9107,,,Fürstenberg Weizen Hefe Dunkel,1176859492.0,,,,,,
9108,,,Fürstenberg Festbier,1154558723.0,,,,,,
9109,,,Qowaz,1210692145.0,,,,,,
9110,,,Bären Pilsner,1303137224.0,,,,,,
9111,,,Riegeler Felsen Pils,1091051830.0,,,,,,
9112,,,Riegeler Spezial Export,1090620058.0,,,,,,
9113,,,Riegeler Altbadisch Bock Dunkel,1089156928.0,,,,,,
9114,,,Riegeler Schwarzer Markgraf,1083450215.0,,,,,,
9115,Ahornberger Landbrauerei,,Ahornberger Dunkel,1285380542.0,,,,,,
9116,,,Ahornberger Hopfig,1280432358.0,,,,,,
9117,,,Ahornberger Märzen,1142014892.0,,,,,,
9118,,,Ahornberger Maibock,1215457493.0,,,,,,
9119,,,Ahornberger Premium,1074624251.0,,,,,,
9120,,,Dark,1247408780.0,,,,,,
9121,,,Bellheimer Hefewiezen,1144458180.0,,,,,,
9122,,,Bellheimer Lord Pils,1057642772.0,,,,,,
9123,,,Mönchshof Original,1056979665.0,,,,,,
9124,,,Bellheimer Silber Pils,1057645627.0,,,,,,
9125,,,Park Export,1218797686.0,,,,,,
9126,,,Park Pils,1175079211.0,,,,,,
9127,,,,1127757368.0,,,,,,
9128,,,Park Schwarzbock,1317763687.0,,,,,,
9129,Bogota Beer Company,,Candelaria Classic,1056986399.0,,,,,,
9130,,,Cypress Honey Lager,1164515528.0,,,,,,
9131,,,Rainforest Amber Ale,1056998807.0,,,,,,
9132,,,Sibirskaya Korona Prazdnichnoye,1057002768.0,,,,,,
9133,,,The Bomb-dry Stout,1096081884.0,,,,,,
9134,,,Chapinero Porter,1307925830.0,,,,,,
9135,,,Hazy Sun Blonde (belgian Blonde),1057311629.0,,,,,,
9136,,,Riverbend Red,1057014062.0,,,,,,
9137,Pig's Eye Brewing Company,,Pig's Eye Pilsner,1303874615.0,,,,,,4.55
9138,,,St. Georgenbräu Pilsener,1057046014.0,,,,,,
9139,,,Pc Red Brew,1071720636.0,,,,,,
9140,,,St. Georgenbräu Schwarz Bock,1057046397.0,,,,,,
9141,,,St. Georgenbräu Annafestbier,1057046983.0,,,,,,
9142,,,St. Georgenbräu Gold Marzen,1057047565.0,,,,,,
9143,,,Dutch Windmill,1188534546.0,,,,,,
9144,,,,1148531126.0,,,,,,
9145,,,,1098398945.0,,,,,,
9146,,,Wisteria Wheat,1308927043.0,,,,,,
9147,,,Mad Cameron Belgian White,1323882451.0,,,,,,
9148,,,Summer Seduction,1057083761.0,,,,,,
9149,Cervunion,,Pilsen,1230157474.0,,,,,,
9150,Niigata Beer Co.,,Niigata Beer,1057089526.0,,,,,,
9151,,,Freestone Blonde Ale,1059001517.0,,,,,,
9152,,,Beethoven,1057130384.0,,,,,,
9153,Durdin (len),,Kabinetnoye Krasnoye,1057131255.0,,,,,,
9154,,,Svernaya Zvyezda,1057131557.0,,,,,,
9155,,,,1195589451.0,,,,,,
9156,Gilroy's Brewery,,Gilroy Serious,1176649210.0,,,,,,
9157,,,Bavarskoye Pshenichnoye,1057143840.0,,,,,,
9158,,,Pilsenskoye,1057144124.0,,,,,,
9159,,,,1128790124.0,,,,,,
9160,,,Cherry Ale,1093110994.0,,,,,,
9161,,,,1184708269.0,,,,,,
9162,,,English Special Ale,1211694083.0,,,,,,
9163,,,Tiger Malt,1081995335.0,,,,,,
9164,,,Carls Dark,1057168522.0,,,,,,
9165,,,American Dream 2003,1069684021.0,,,,,,
9166,,,Empire Special Bitter,1057177753.0,,,,,,
9167,,,Genesee Na,1280876781.0,,,,,,
9168,Rome Brewing Company,,Starbess Strong Ale,1140783690.0,,,,,,12.4
9169,,,Moat Octoberfest / Märzen,1057230790.0,,,,,,
9170,,,Moat Maibock,1191426553.0,,,,,,
9171,,,Bourbon Cask Aged Black Watch Cream Porter,1093923328.0,,,,,,
9172,,,Alesmith Blacksmith's Blonde Ale,1057259925.0,,,,,,
9173,,,Repack Red Ale,1057262196.0,,,,,,
9174,,,Xxx Bitter,1057262669.0,,,,,,
9175,,,Holy Cow Ipa,1057268531.0,,,,,,
9176,Wind Valley Brewery / Rakuno Okoku Kabushiki Kaisha Brewery,,Wind Valley Weizen,1091994007.0,,,,,,
9177,,,,1123852692.0,,,,,,
9178,,,,1268963826.0,,,,,,
9179,,,Kiss My Blarney Stone Stout,1057308056.0,,,,,,
9180,,,The Ale That Shagged Me,1057308422.0,,,,,,
9181,,,Burnin Down The House,1058169056.0,,,,,,
9182,,,Deep Forbidden Lake Lager,1058169438.0,,,,,,
9183,Brauhaus Hartmannsdorf Gmbh,,Döllnitzer Ritterguts Gose,1132142046.0,,,,,,
9184,Merrimans Brewery ( Turnover Developments Ltd),,Old Fart,1319512944.0,,,,,,
9185,,,Castello Birra Italiana / Friulana Blonda,1312132080.0,,,,,,
9186,,,Copper Creme Ale,1240455156.0,,,,,,
9187,,,Barbe Torte,1057405320.0,,,,,,
9188,,,Willy Wolf,1090162539.0,,,,,,
9189,,,,1233331243.0,,,,,,
9190,Oak Creek Brewery And Grill,,Micro Light,1310519733.0,,,,,,
9191,,,Forty-niner Gold Lager,1092066393.0,,,,,,
9192,,,Horseshoe Hefeweizen,1068589827.0,,,,,,
9193,,,Doc's Pale Ale,1289695861.0,,,,,,
9194,,,Oak Creek Amber Ale,1137366810.0,,,,,,
9195,,,Village Nut Brown Ale,1202276473.0,,,,,,
9196,,,Pullman Porter,1116350395.0,,,,,,
9197,,,El Gran Campeon Light,1064618399.0,,,,,,
9198,,,Sly Fox Belgian Ale,1057437113.0,,,,,,
9199,,,Black Diamond Imperial Porter,1061139644.0,,,,,,
9200,,,,1215094509.0,,,,,,
9201,,,,1275758160.0,,,,,,
9202,Manerba Brewery,,,1057453074.0,,,,,,
9203,,,Dunkel,1057453519.0,,,,,,
9204,,,,1057453963.0,,,,,,
9205,,,,1057454451.0,,,,,,
9206,,,Québec Ale,1074621037.0,,,,,,
9207,,,Cobra India Pale Ale,1104456456.0,,,,,,
9208,,,,1275017259.0,,,,,,
9209,,,Wolf's Irish Red Ale,1060815801.0,,,,,,
9210,Ishigakijima Dachsbrauhaus,,Dachsbrau Weizen,1057483859.0,,,,,,
9211,,,Hofbräu Schwarze Weisse,1184499806.0,,,,,,
9212,,,Wind Valley Pilsner,1057484281.0,,,,,,
9213,,,Niigata Espresso Beer,1057484653.0,,,,,,
9214,,,Paper City Esb,1059417967.0,,,,,,
9215,Willoughby Brewing,,Willoughby Shore Line Light,1057498634.0,,,,,,
9216,,,"""alt""ered State",1057499288.0,,,,,,
9217,,,Willoughby Lost Nation Pale Ale,1203203332.0,,,,,,
9218,,,Willoughby Wheat,1203204670.0,,,,,,
9219,,,Sole,1057503320.0,,,,,,
9220,,,Boysenberry Wheat,1058758588.0,,,,,,
9221,,,Willoughby Railway Razz,1085779760.0,,,,,,
9222,,,Willoughby London Porter,1057507461.0,,,,,,
9223,,,Moose Island Ale,1221065551.0,,,,,,
9224,,,Barkeater Amber Ale,1326063330.0,,,,,,
9225,Yukon Brewing Company,,Yukon Red Amber Ale (arctic Red),1254148058.0,,,,,,
9226,,,Wasatch 1st Amendment Lager,1229575752.0,,,,,,
9227,,,Dr. Hops Amber Ale,1066449182.0,,,,,,
9228,Randy's Fun Hunters Brewery,,,1277244199.0,,,,,,
9229,,,Hunter Rye,1183312996.0,,,,,,
9230,,,Schlafly American Lager,1279844526.0,,,,,,
9231,Robert Thomas Brewing Company,,Robert Thomas King's Cross Porter,1057565203.0,,,,,,
9232,,,Pig's Eye Lean,1235783209.0,,,,,,
9233,,,Wheatfish,1298783423.0,,,,,,
9234,,,Wild Huckleberry Wheat Lager,1062980095.0,,,,,,
9235,,,Big Fog Amber Lager,1082695556.0,,,,,,
9236,,,Watou's Wit Beer,1090632429.0,,,,,,
9237,,,Polar Negra,1057581461.0,,,,,,
9238,,,Portsmouth Raspbaby Weizen,1057587290.0,,,,,,
9239,,,Portsmouth Golden Lager,1058714577.0,,,,,,
9240,,,Portsmouth Old Brown Dog Ale,1234901960.0,,,,,,
9241,,,Polar Bear Lager,1057593949.0,,,,,,
9242,,,Meister Pils,1192654308.0,,,,,,
9243,,,Big Dog Ale,1253389596.0,,,,,,
9244,,,Platinum Unfiltered,1057638248.0,,,,,,
9245,,,Gold Unfiltered,1057638752.0,,,,,,
9246,,,,1057639022.0,,,,,,
9247,,,Hatters,1252440384.0,,,,,,
9248,,,Old Stockport Bitter,1057656704.0,,,,,,
9249,,,,1077037386.0,,,,,,
9250,,,Bavaria 12.3,1057673784.0,,,,,,12.3
9251,,,Batch No. 500 Ipa,1057676009.0,,,,,,
9252,,,Rockhopper Import Lager,1057678191.0,,,,,,
9253,,,Old Fort Porter,1177643761.0,,,,,,
9254,,,Harry Baals Irish Stout,1284134933.0,,,,,,
9255,,,Snow Plowed Winter Ale,1318529426.0,,,,,,
9256,,,Barr Street Bock,1060042608.0,,,,,,
9257,Oyster Bar Brewery,,,1057684725.0,,,,,,
9258,,,,1057684789.0,,,,,,
9259,,,Risky Biscuit Barleywine,1057697344.0,,,,,,
9260,,,Truckee River Red Organic Ale,1099380723.0,,,,,,
9261,,,Leavenworth Friesian Pilsener,1205632437.0,,,,,,
9262,,,Five Beer,1071442353.0,,,,,,
9263,,,Golden Sheep Pale Ale,1099170874.0,,,,,,
9264,Krasnyj Vostok,,Klassichiskoye,1061874620.0,,,,,,
9265,,,Rusky,1057746766.0,,,,,,
9266,,,Wolnzacher Roggenbier,1145816245.0,,,,,,
9267,,,Tettnanger Pils,1311039697.0,,,,,,
9268,,,Old Crippled Bastard,1171331234.0,,,,,,
9269,,,Sofa King Ipa,1057764900.0,,,,,,
9270,,,Dark Beer,1320955659.0,,,,,,
9271,,,Wiedemann,1150129166.0,,,,,,
9272,,,Argo Extra,1107720320.0,,,,,,
9273,,,Van Pur Pils,1091631903.0,,,,,,
9274,,,Nicholson's Cask Ale,1057782102.0,,,,,,
9275,Mauldons,,Black Adder,1093151752.0,,,,,,
9276,,,Budvar Super Strong,1321909242.0,,,,,,
9277,,,15th Anniversary Esb,1057826863.0,,,,,,
9278,,,Crop Circle,1178206660.0,,,,,,
9279,,,Taiphoon,1283605708.0,,,,,,
9280,,,Wheat Stout,1057840397.0,,,,,,
9281,,,Brooklyn Best,1132290474.0,,,,,,
9282,,,Scorcher Summer Ale,1063155970.0,,,,,,
9283,,,John Henry Helles Bock,1057853532.0,,,,,,
9284,,,Golden Anniversary Ice,1057853691.0,,,,,,
9285,,,Hoosier Ma Stout,1123371726.0,,,,,,
9286,,,Prussias Pride Esb,1070419848.0,,,,,,
9287,Robert Cain & Company Limited,,Cain's Best Bitter,1315347102.0,,,,,,
9288,,,Lighthouse Ale,1058980726.0,,,,,,
9289,,,Luna Lager,1057857354.0,,,,,,
9290,,,Dunkles Bock,1057857444.0,,,,,,
9291,,,,1058981668.0,,,,,,
9292,Arkell's Brewery Limited,,,1216682679.0,,,,,,
9293,,,Madison Biere,1057858907.0,,,,,,
9294,,,Shockoe Espresso Stout,1057859323.0,,,,,,
9295,,,Double Hefe,1059491291.0,,,,,,
9296,,,Raspberry Stout,1057869452.0,,,,,,
9297,Durham Brewery Ltd,,,1154240241.0,,,,,,
9298,,,Red Kite,1057906023.0,,,,,,
9299,,,Old Nate's Pale Ale,1304693407.0,,,,,,
9300,,,Queen's Bitter,1057913137.0,,,,,,
9301,,,Whistle Blower,1057913435.0,,,,,,
9302,,,Ryan Fields,1060584638.0,,,,,,
9303,,,White Gold,1114909549.0,,,,,,
9304,,,White Velvet,1057923683.0,,,,,,
9305,,,Magus,1320545473.0,,,,,,
9306,,,White Amarillo,1215808603.0,,,,,,
9307,,,White Scimitar,1114913651.0,,,,,,
9308,,,Benedictus,1177885209.0,,,,,,
9309,,,St Cuthbert / Magnificat,1307128442.0,,,,,,
9310,,,Black Abbot,1064449476.0,,,,,,
9311,,,Evensong,1182720280.0,,,,,,
9312,,,Cloister,1196508109.0,,,,,,
9313,,,Graduation,1064449205.0,,,,,,
9314,,,Bonny Lass,1182599006.0,,,,,,
9315,,,Frostbite,1202056061.0,,,,,,
9316,,,Abbey Ale,1057926833.0,,,,,,
9317,,,The Highland Flame,1057933609.0,,,,,,
9318,,,,1057934305.0,,,,,,
9319,,,Phillips Ipa,1283218555.0,,,,,,
9320,,,Cara-mellow Weizen Ii,1057951141.0,,,,,,
9321,,,Königsberg Pale,1184608521.0,,,,,,
9322,,,Königsberg Dark,1128982390.0,,,,,,
9323,,,,1057962707.0,,,,,,
9324,,,,1135966732.0,,,,,,
9325,,,Heather Ale,1194321079.0,,,,,,
9326,Goose Eye Brewery,,Barm Pot Bitter,1058013819.0,,,,,,
9327,,,No-eyed Deer,1058014134.0,,,,,,
9328,Blue Anchor,,Spingo Middle,1317932848.0,,,,,,
9329,,,Spingo Special,1058014930.0,,,,,,
9330,,,Certified Organic Porter,1229527348.0,,,,,,
9331,,,Barnstormer Pale Ale,1162259438.0,,,,,,
9332,,,Piet Van Dyck White,1067883604.0,,,,,,
9333,,,"Patch Porter, The",1058051165.0,,,,,,
9334,,,Sweet Magnolia American Brown Ale,1247084719.0,,,,,,
9335,,,,1058075863.0,,,,,,
9336,Trap Rock Restaurant & Brewery,,Schroeder Weiss,1078496178.0,,,,,,
9337,,,Erdinger Schneeweisse,1070400829.0,,,,,,
9338,,,"Red, Wheat And Blue",1058111034.0,,,,,,
9339,,,Belhaven 80 +/-,1227535902.0,,,,,,
9340,,,Macgregor's Ale,1066744707.0,,,,,,
9341,,,Shipwreck Ipa,1059165767.0,,,,,,
9342,,,Double Drop,1058175479.0,,,,,,
9343,,,Firestoker,1084562679.0,,,,,,
9344,,,Veteöl,1058179945.0,,,,,,
9345,,,Oak Creek Hefeweizen,1289696841.0,,,,,,
9346,,,Natural Blonde,1177441658.0,,,,,,
9347,,,West Bank Pub Ale,1287782740.0,,,,,,
9348,,,,1058189863.0,,,,,,
9349,,,Brown Porter,1098445221.0,,,,,,
9350,,,,1119418686.0,,,,,,
9351,,,Summer Brew,1119334231.0,,,,,,
9352,,,,1274047518.0,,,,,,
9353,,,,1094390630.0,,,,,,
9354,,,Bavaria Gold,1252085643.0,,,,,,
9355,,,Gastown Amber Ale,1058201365.0,,,,,,
9356,,,Bahia,1124380601.0,,,,,,
9357,,,Red Cuillin,1314821770.0,,,,,,
